Performance Code,AIdent,Start Day,End Day,Pay Rate,Bill Rate,Margin
Rate Change,186930,10/21/2017,11/4/2017,11,14.63,3.63
Open,186930,12/17/2017,,11,14.63,3.63
Complete,186932,9/25/2017,10/12/2017,11,14.63,3.63
Rate Change,186936,9/27/2017,11/4/2017,11,14.63,3.63
Rate Change,187011,9/27/2017,11/4/2017,11,14.63,3.63
Open,187011,12/17/2017,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,187036,12/6/2017,12/16/2017,11,14.63,3.63
A Quit - Resigned with Notice,187090,10/3/2017,10/28/2017,11,14.63,3.63
Rate Change,187094,10/2/2017,11/4/2017,11,14.63,3.63
Rate Change,187107,10/2/2017,11/4/2017,11,14.63,3.63
Assignment Terminated - Laid Off,187107,12/17/2017,2/2/2018,11,14.63,3.63
Released - Not a good fit,187108,10/2/2017,10/13/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,187174,10/3/2017,10/20/2017,11,14.63,3.63
A Quit - Resigned with Notice,187187,10/2/2017,10/11/2017,11,14.63,3.63
A Quit - Resigned with Notice,187188,10/2/2017,10/2/2017,11,14.63,3.63
Assignment Terminated - Poor Production,187191,10/2/2017,11/2/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,207259,10/3/2017,10/4/2017,11,14.63,3.63
A Quit - Resigned with Notice,207291,10/3/2017,10/4/2017,11,14.63,3.63
A Quit - Resigned with Notice,207292,10/3/2017,10/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,207323,10/5/2017,10/18/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,207324,10/5/2017,10/18/2017,11,14.63,3.63
Deleted/Mistakenly entered,207424,10/9/2017,10/9/2017,11,14.63,3.63
Rate Change,207424,10/5/2017,11/4/2017,11,14.63,3.63
Complete,207561,10/24/2017,1/22/2018,11,14.63,3.63
Rate Change,207569,10/28/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,207569,10/28/2017,1/2/2018,11,14.63,3.63
Rate Change,207570,10/28/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,207570,10/28/2017,1/2/2018,11,14.63,3.63
Rate Change,207598,11/1/2017,11/4/2017,11,14.63,3.63
Open,207673,10/16/2017,,11,14.63,3.63
Rate Change,207740,10/11/2017,11/24/2017,11,14.63,3.63
Assignment Terminated - Attendance,207771,12/13/2017,12/19/2017,11,14.63,3.63
Complete,207780,9/27/2017,10/12/2017,11,14.63,3.63
Complete,207781,9/26/2017,10/12/2017,11,14.63,3.63
Assignment Terminated - Attendance,207789,10/16/2017,11/6/2017,11,14.63,3.63
Rate Change,207822,11/1/2017,11/4/2017,11,14.63,3.63
Open,207822,12/17/2017,,11,14.63,3.63
Open,207826,12/17/2017,,11,14.63,3.63
Deleted/Mistakenly entered,207828,11/4/2017,11/4/2017,11,14.63,3.63
Assignment Terminated - Attendance,207830,11/1/2017,11/8/2017,11,14.63,3.63
Complete,207913,10/16/2017,11/3/2017,11,14.63,3.63
Rate Change,207955,10/21/2017,11/4/2017,11,14.63,3.63
Complete,207955,10/21/2017,12/1/2017,11,14.63,3.63
Rate Change,207994,11/1/2017,11/4/2017,11,14.63,3.63
Assignment Terminated - Walk Off Job,208009,11/29/2017,11/30/2017,11,14.63,3.63
Deleted/Mistakenly entered,208021,11/4/2017,11/4/2017,11,14.63,3.63
Assignment Terminated - Attendance,208067,12/17/2017,1/3/2018,11,14.63,3.63
Deleted/Mistakenly entered,208164,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208164,11/4/2017,12/30/2017,11,14.63,3.63
Open,208193,1/20/2018,,11,14.63,3.63
Open,208194,1/20/2018,,11,14.63,3.63
Rate Change,208196,10/21/2017,11/4/2017,11,14.63,3.63
Assignment Terminated - Attendance,208234,11/9/2017,11/30/2017,11,14.63,3.63
Deleted/Mistakenly entered,208256,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Resigned due to pay rate,208256,11/4/2017,12/16/2017,11,14.63,3.63
Deleted/Mistakenly entered,208286,11/4/2017,11/4/2017,11,14.63,3.63
Released - Not a good fit,208350,1/4/2018,1/8/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208359,11/1/2017,11/2/2017,11,14.63,3.63
Employee Cancel,208426,10/26/2017,11/6/2017,11,14.63,3.63
Complete,208429,10/30/2017,1/22/2018,11,14.63,3.63
Deleted/Mistakenly entered,208453,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208453,11/4/2017,12/17/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208505,11/18/2017,12/30/2017,11,14.63,3.63
Rate Change,208522,10/28/2017,11/4/2017,11,14.63,3.63
Deleted/Mistakenly entered,208523,10/30/2017,10/30/2017,11,14.63,3.63
Rate Change,208523,10/28/2017,11/4/2017,11,14.63,3.63
Rate Change,208544,10/28/2017,11/4/2017,11,14.63,3.63
Rate Change,208545,10/28/2017,11/4/2017,11,14.63,3.63
A Quit - Resigned with Notice,208550,10/27/2017,12/29/2017,11,14.63,3.63
Deleted/Mistakenly entered,208568,11/4/2017,11/4/2017,11,14.63,3.63
Complete,208572,10/30/2017,11/24/2017,11,14.63,3.63
Open,208591,12/17/2017,,11,14.63,3.63
Deleted/Mistakenly entered,208617,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208617,11/4/2017,12/3/2017,11,14.63,3.63
Rate Change,208661,10/28/2017,11/4/2017,11,14.63,3.63
Open,208661,12/17/2017,,11,14.63,3.63
Deleted/Mistakenly entered,208713,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208713,11/4/2017,12/3/2017,11,14.63,3.63
Deleted/Mistakenly entered,208719,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208719,11/4/2017,12/3/2017,11,14.63,3.63
Deleted/Mistakenly entered,208720,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,208720,11/4/2017,12/16/2017,11,14.63,3.63
Complete,208792,10/9/2017,10/27/2017,11,14.63,3.63
Deleted/Mistakenly entered,208844,11/4/2017,11/4/2017,11,14.63,3.63
Open,208926,12/22/2017,,11,14.63,3.63
Assignment Terminated - Attendance,208968,11/21/2017,12/3/2017,11,14.63,3.63
Deleted/Mistakenly entered,209008,11/4/2017,11/4/2017,11,14.63,3.63
Deleted/Mistakenly entered,209247,11/4/2017,11/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,209247,12/17/2017,12/31/2017,11,14.63,3.63
Assignment Terminated - Attendance,209269,11/3/2017,12/1/2017,11,14.63,3.63
Assignment Terminated - Attendance,209319,11/22/2017,12/4/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,209489,12/17/2017,12/30/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,209695,11/11/2017,12/9/2017,11,14.63,3.63
Open,209734,12/17/2017,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,209747,11/18/2017,12/3/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,209868,11/11/2017,12/10/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,210023,11/18/2017,12/2/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,210035,12/17/2017,12/29/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,210036,12/17/2017,12/29/2017,11,14.63,3.63
Open,210037,12/17/2017,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,210089,12/17/2017,1/4/2018,11,14.63,3.63
Open,210104,12/17/2017,,11,14.63,3.63
Open,210163,11/15/2017,,11,14.63,3.63
Open,210166,11/21/2017,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,210197,11/18/2017,12/15/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,210199,12/17/2017,1/4/2018,11,14.63,3.63
Assignment Terminated - Attendance,210212,11/15/2017,11/24/2017,11,14.63,3.63
Assignment Terminated - Walk Off Job,210263,11/17/2017,11/17/2017,11,14.63,3.63
Assignment Terminated - Attendance,210417,11/21/2017,12/2/2017,11,14.63,3.63
Assignment Terminated - Attendance,210587,11/22/2017,12/20/2017,11,14.63,3.63
Assignment Terminated - Attendance,210589,12/17/2017,1/8/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,220640,11/25/2017,11/26/2017,11,14.63,3.63
Open,220701,12/17/2017,,11,14.63,3.63
Assignment Terminated - Attendance,220750,11/22/2017,1/31/2018,11,14.63,3.63
Open,220782,12/17/2017,,11,14.63,3.63
Open,220825,12/17/2017,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,220889,1/29/2018,2/2/2018,11,14.63,3.63
Deleted/Mistakenly entered,220936,12/4/2017,12/4/2017,11,14.63,3.63
Assignment Terminated - Attendance,220952,12/17/2017,2/6/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,220955,12/17/2017,1/10/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,220978,11/29/2017,12/11/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,221001,12/17/2017,12/28/2017,11,14.63,3.63
A Quit - Stopped Showing / No Notice,221007,12/2/2017,,11,14.63,3.63
A Quit - Resigned with Notice,221025,12/17/2017,1/9/2018,11,14.63,3.63
Open,221027,12/17/2017,,11,14.63,3.63
Deleted/Mistakenly entered,221027,2/15/2018,2/15/2018,11,14.63,3.63
Open,221031,12/17/2017,,11,14.63,3.63
Employee Cancel but has hours to be paid/billed,221055,12/11/2017,2/1/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,221304,12/2/2017,12/3/2017,11,14.63,3.63
Assignment Terminated - Violation of Rules,221315,12/6/2017,2/10/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,221328,11/30/2017,12/9/2017,11,14.63,3.63
Complete,221337,1/15/2018,1/22/2018,11,14.63,3.63
Assignment Terminated - Attendance,221414,12/17/2017,1/9/2018,11,14.63,3.63
Open,221427,12/17/2017,,11,14.63,3.63
Assignment Terminated - Attendance,221435,12/6/2017,12/13/2017,11,14.63,3.63
Assignment Terminated - Attendance,221479,12/17/2017,1/3/2018,11,14.63,3.63
Open,221490,12/17/2017,,11,14.63,3.63
Assignment Terminated - Attendance,221502,12/17/2017,1/9/2018,11,14.63,3.63
Complete,221535,12/11/2017,1/8/2018,11,14.63,3.63
Released - Not a good fit,221554,12/6/2017,12/30/2017,11,14.63,3.63
Customer Cancelled but has hours to be paid/billed,221570,12/19/2017,1/8/2018,11,14.63,3.63
Assignment Terminated - Attendance,221571,12/17/2017,1/9/2018,11,14.63,3.63
Assignment Terminated - Attendance,221598,12/6/2017,1/4/2018,11,14.63,3.63
Assignment Terminated - Attendance,221660,12/15/2017,12/19/2017,11,14.63,3.63
Open,221723,12/17/2017,,11,14.63,3.63
Assignment Terminated - Attendance,221729,12/17/2017,1/9/2018,11,14.63,3.63
Assignment Terminated - Attendance,221853,12/17/2017,1/22/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,221913,12/13/2017,12/21/2017,11,14.63,3.63
Assignment Terminated - Attendance,221974,12/14/2017,12/14/2017,11,14.63,3.63
Assignment Terminated - Attendance,221985,12/14/2017,12/14/2017,11,14.63,3.63
Assignment Terminated - Poor Production,222033,12/12/2017,12/29/2017,11,14.63,3.63
Assignment Terminated - Attendance,222123,12/13/2017,1/2/2018,11,14.63,3.63
Open,222167,1/18/2018,,11,14.63,3.63
Open,222168,1/18/2018,,11,14.63,3.63
Released: no fit with customer,222169,12/4/2017,12/22/2017,11,14.63,3.63
Open,222190,12/17/2017,,11,14.63,3.63
Assignment Terminated - Attendance,222227,12/14/2017,12/15/2017,11,14.63,3.63
Open,222237,1/5/2018,,11,14.63,3.63
Assignment Terminated - Poor Production,222250,12/3/2017,12/22/2017,11,14.63,3.63
Assignment Terminated - Poor Production,222266,12/17/2017,1/5/2018,11,14.63,3.63
Assignment Terminated - Attendance,222279,12/14/2017,1/18/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,222320,12/15/2017,12/15/2017,11,14.63,3.63
Assignment Terminated - Attendance,222343,12/15/2017,12/15/2017,11,14.63,3.63
Hired Perm,222405,12/12/2017,1/13/2018,11,14.63,3.63
Open,222719,12/30/2017,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,222737,12/30/2017,1/29/2018,11,14.63,3.63
Open,222755,1/2/2018,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,222784,1/2/2018,1/4/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,222785,1/2/2018,1/4/2018,11,14.63,3.63
Open,222799,12/11/2017,,11,14.63,3.63
Complete,222824,1/12/2018,1/25/2018,11,14.63,3.63
Complete,222826,1/12/2018,1/25/2018,11,14.63,3.63
Open,222830,1/2/2018,,11,14.63,3.63
Open,222844,12/14/2017,,11,14.63,3.63
Open,222854,12/14/2017,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,222892,12/30/2017,1/1/2018,11,14.63,3.63
Complete,222908,1/22/2018,2/1/2018,11,14.63,3.63
Open,223003,1/6/2018,,11,14.63,3.63
Open,223026,1/5/2018,,11,14.63,3.63
A Quit - Resigned with Notice,223071,1/6/2018,1/7/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,223102,1/6/2018,1/7/2018,11,14.63,3.63
Open,223108,1/6/2018,,11,14.63,3.63
A Quit - Stopped Showing / No Notice,223117,1/3/2018,1/20/2018,11,14.63,3.63
Open,223118,1/22/2018,,11,14.63,3.63
Assignment Terminated - Walk Off Job,223205,12/18/2017,2/2/2018,11,14.63,3.63
Released - Not a good fit,223216,12/18/2017,1/6/2018,11,14.63,3.63
Hired Perm,223217,12/18/2017,1/13/2018,11,14.63,3.63
Open,223223,12/18/2017,,11,14.63,3.63
Open,223635,1/5/2018,,11,14.63,3.63
Open,223655,1/5/2018,,11,14.63,3.63
Open,223678,1/16/2018,,11,14.63,3.63
Complete,223688,1/17/2018,1/22/2018,11,14.63,3.63
Open,223807,1/18/2018,,11,14.63,3.63
A Quit - Resigned with Notice,223953,1/20/2018,2/3/2018,11,14.63,3.63
Open,223959,1/4/2018,,11,14.63,3.63
Assignment Terminated - No Reason Given,223970,1/4/2018,1/26/2018,11,14.63,3.63
A Quit - Stopped Showing / No Notice,223986,1/3/2018,1/24/2018,11,14.63,3.63
Open,224080,2/5/2018,,11,14.63,3.63
Open,224554,2/5/2018,,11,14.63,3.63
Open,224555,2/5/2018,,11,14.63,3.63
Open,224566,2/5/2018,,11,14.63,3.63
Open,224567,2/5/2018,,11,14.63,3.63
Open,224616,2/1/2018,,11,14.63,3.63
Open,224718,1/15/2018,,11,14.63,3.63
Assignment Terminated - Poor Production,184154,8/1/2017,9/22/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184156,8/1/2017,9/22/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184168,8/10/2017,8/21/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184180,8/1/2017,8/8/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184181,8/1/2017,8/8/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184182,8/1/2017,8/8/2017,11,14.58,3.58
Assignment Terminated - Walk Off Job,184234,8/10/2017,10/26/2017,11,14.58,3.58
Assignment Terminated - Attendance,184234,10/29/2017,11/27/2017,11,14.58,3.58
Assignment Terminated - Violation of Rules,184267,8/28/2017,11/9/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184296,8/4/2017,8/25/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184338,8/6/2017,10/31/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184357,9/11/2017,10/19/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184371,8/9/2017,11/29/2017,11,14.58,3.58
Complete,184386,8/6/2017,8/22/2017,11,14.58,3.58
Assignment Terminated - Attendance,184406,8/9/2017,10/12/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184407,8/6/2017,10/31/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184439,8/10/2017,8/14/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184476,8/7/2017,8/23/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184477,8/7/2017,8/22/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,184488,8/9/2017,8/29/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,184517,8/10/2017,1/11/2018,11,14.58,3.58
Assignment Terminated - Attendance,184519,8/10/2017,10/1/2017,11,14.58,3.58
A Quit - Resigned with Notice,184538,8/22/2017,10/2/2017,11,14.58,3.58
Assignment Terminated - Violation of Rules,184590,8/9/2017,8/15/2017,11,14.58,3.58
Hired Perm,184603,8/20/2017,9/1/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184611,8/9/2017,8/21/2017,11,14.58,3.58
Assignment Terminated - Attendance,184644,8/10/2017,8/21/2017,11,14.58,3.58
Complete,184709,8/22/2017,9/23/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,184738,8/13/2017,8/21/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,184739,8/13/2017,8/21/2017,11,14.58,3.58
Assignment Terminated - Poor Production,184742,8/13/2017,8/21/2017,11,14.58,3.58
Assignment Terminated - Attendance,184768,12/7/2017,12/11/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,184835,8/16/2017,11/3/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,184871,10/25/2017,11/24/2017,11,14.58,3.58
Assignment Terminated - Attendance,185011,9/5/2017,9/6/2017,11,14.58,3.58
Assignment Terminated - Attendance,185052,8/21/2017,8/25/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,185052,8/28/2017,8/29/2017,11,14.58,3.58
Assignment Terminated - Violation of Rules,185083,8/29/2017,9/14/2017,11,14.58,3.58
Assignment Terminated - Attendance,185208,8/21/2017,8/28/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,185298,8/26/2017,8/31/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,185299,8/26/2017,8/31/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,185305,9/5/2017,10/9/2017,11,14.58,3.58
Assignment Terminated - Attendance,185343,8/30/2017,9/7/2017,11,14.58,3.58
Assignment Terminated - Attendance,185344,8/30/2017,9/8/2017,11,14.58,3.58
Assignment Terminated - Laid Off,185376,8/28/2017,9/6/2017,11,14.58,3.58
Assignment Terminated - Attendance,185391,8/24/2017,9/7/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,185443,8/28/2017,10/16/2017,11,14.58,3.58
Rate Change,185533,9/10/2017,1/27/2018,11,14.58,3.58
Deleted/Mistakenly entered,185533,10/12/2017,10/12/2017,11,14.58,3.58
Assignment Terminated - Attendance,185552,8/28/2017,10/1/2017,11,14.58,3.58
Assignment Terminated - Attendance,185662,8/28/2017,8/31/2017,11,14.58,3.58
Assignment Terminated - Attendance,185663,8/30/2017,8/31/2017,11,14.58,3.58
Assignment Terminated - Poor Production,185695,8/30/2017,9/11/2017,11,14.58,3.58
Assignment Terminated - Attendance,185700,9/5/2017,9/6/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,185701,9/5/2017,9/5/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,185718,9/21/2017,10/1/2017,11,14.58,3.58
Assignment Terminated - Attendance,185758,9/21/2017,10/1/2017,11,14.58,3.58
Assignment Terminated - Poor Production,185761,9/18/2017,9/20/2017,11,14.58,3.58
A Quit - Resigned with Notice,185770,9/5/2017,10/6/2017,11,14.58,3.58
Rate Change,185778,10/6/2017,1/27/2018,11,14.58,3.58
Assignment Terminated - Attendance,185917,9/6/2017,9/7/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,185963,9/13/2017,10/1/2017,11,14.58,3.58
Complete,185974,10/23/2017,10/25/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,185985,11/27/2017,11/30/2017,11,14.58,3.58
Assignment Terminated - Attendance,186002,9/10/2017,9/13/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,186003,9/10/2017,9/12/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186040,9/8/2017,10/1/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186041,9/8/2017,10/1/2017,11,14.58,3.58
Assignment Terminated - Poor Production,186063,10/10/2017,11/16/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186081,9/11/2017,1/8/2018,11,14.58,3.58
A Quit - Resigned with Notice,186083,10/19/2017,10/24/2017,11,14.58,3.58
A Quit - Resigned with Notice,186089,10/19/2017,10/24/2017,11,14.58,3.58
Assignment Terminated - Violation of Rules,186104,9/8/2017,9/22/2017,11,14.58,3.58
Assignment Terminated - Attendance,186105,9/8/2017,10/1/2017,11,14.58,3.58
Assignment Terminated - Attendance,186135,9/14/2017,10/1/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186137,9/11/2017,9/27/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186137,11/5/2017,11/27/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186138,9/11/2017,9/27/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,186138,11/5/2017,1/11/2018,11,14.58,3.58
Assignment Terminated - Attendance,186369,9/18/2017,9/25/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186416,10/9/2017,10/11/2017,11,14.58,3.58
Assignment Terminated - Violation of Rules,186425,9/19/2017,10/2/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186435,9/18/2017,1/3/2018,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186485,9/19/2017,10/7/2017,11,14.58,3.58
Assignment Terminated - Poor Production,186523,9/19/2017,9/20/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186541,11/29/2017,11/30/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186576,9/21/2017,9/28/2017,11,14.58,3.58
Assignment Terminated - No Reason Given,186577,9/21/2017,10/16/2017,11,14.58,3.58
Deleted/Mistakenly entered,186577,11/28/2017,11/28/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186578,9/21/2017,10/1/2017,11,14.58,3.58
A Quit - Resigned with Notice,186611,9/21/2017,9/22/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186623,10/10/2017,10/11/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186631,9/20/2017,9/23/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186632,9/25/2017,9/29/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186633,9/25/2017,9/29/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186660,9/21/2017,9/29/2017,11,14.58,3.58
Very Good,186676,9/21/2017,10/2/2017,11,14.58,3.58
Assignment Terminated - Poor Production,186728,1/22/2018,1/26/2018,11,14.58,3.58
A Quit - Resigned due to pay rate,186741,10/22/2017,10/27/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186785,9/25/2017,9/29/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186786,9/25/2017,10/4/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186786,10/11/2017,10/11/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186793,9/26/2017,10/6/2017,11,14.58,3.58
Assignment Terminated - Laid Off,186856,10/5/2017,10/19/2017,11,14.58,3.58
A Quit - Stopped Showing / No Notice,186878,10/2/2017,10/3/2017,11,14.58,3.58
